Collecte_Nom,Collecte_Adresse,Collecte_Ville,Collecte_Codepostal,Collecte_Longitude,Collecte_Latitude
Écocentre - Arrondissement de Beauport,"425, boulevard Raymond",Québec,G1C 5B4,-71.1832628224251,46.8832934288913
Écocentre - Arrondissement des Rivières,"1700, rue Provinciale",Québec ,G1N 4A2,-71.2721546722926,46.8016260554397
Écocentre - Bon débarras,"2456, route 125",Sainte-Julienne ,J0K 2T0,-73.7207021393191,45.9889778767535
Écocentre - Centre de gestion des matières résiduelles (CGMR),"1300, route 199",Îles-de-la-Madeleine,G4T 5B5,-61.7501896643171,47.4458541484555
Écocentre - Centre de multirecyclage de Sainte-Thérèse,"105, rue Blanchard",Sainte-Thérèse ,J7E 4N4,-73.8409130175194,45.6347239147268
Écocentre du boulevard de la Carrière ,"860, boulevard de la Carrière",Gatineau ,J8X 3Y9,-75.7284596251214,45.4559954252049
Écocentre - Centre de transbordement du Havre-Aubert,"280, ch. Du Bassin",Îles-de-la-Madeleine,G4T 0B7,-61.9145505538944,47.23334505852
Écocentre - Complexe Enviro Connexions Ltée,"3779, chemin des Quarantes-Arpents",Terrebonne,J6V 9T6,-73.5344267374923,45.7399721179427
Écocentre - Delage Envirosan ltée,"187, chemin Industriel",L'Ange-Gardien ,J8L 0A9,-75.3998301135539,45.6115283793239
Écocentre - Entreprises PAVCO,"180, rue Armand-Majeau Sud",Saint-Roch-de-l'Achigan,J0K 3H0,-73.5977144426165,45.8349001986734
Écocentre - Matrec,"184, 181e rue  ",Beauceville,G5X 2S9,-70.7850003330667,46.2280245419796
Écocentre - Mélimax,"224, boulevard Industriel",Châteauguay ,J6J 4Z2,-73.6893760095585,45.3524646352595
Écocentre - Recyclage Frédérick Morin,"1752, rue Saint-Cléophas",Saint-Gabriel-de-Brandon,J0K 2N0,-73.3789233461062,46.2830895958838
Écocentre de Cowansville,"2500, rang Saint-Joseph",Cowansville,J2K 3G6,-72.8103877419281,45.1866521481142
Écocentre - Régie Intermunicipale du Comté de Beauce-Sud,"695, rang St-Joseph",Saint-Côme-Linière,G0M 1J0,-70.546716268695,46.0880865119338
Écocentre - Ressource de réinsertion Le Phare,"99, boulevard du Portage-des-Mousses",Port-Cartier,G5B 1C9,-66.8487062070383,50.0337424321013
Écocentre - Sanitaire Mégantic,"9109, route 204",Frontenac,G6B 2S1,-70.7798364739137,45.6092010703583
Écocentre - Secteur de Saint-Canut,"6000, route Sir Wilfrid-Laurier - route 158",Mirabel,J7N 2Z8,-74.1498353359585,45.6854825176365
Écocentre - Secteur de Sainte-Scholastique,"9825, rue Saint-Vincent",Mirabel,J7N 2Y5,-74.0956719491999,45.6495615933211
Écocentre - Services Sanitaires Denis Fortier,"3878, boulevard Frontenac Est",Thetford Mines,G6H 4G2,-71.2460537858521,46.1245954722296
Écocentre Acadie - Arrondissement d’Ahuntsic-Cartierville,"1200, boulevard Henri-Bourassa Ouest",Montréal ,H3M 3G1,-73.6750496694309,45.5396149688555
Écocentre Côte-des-Neiges - Arrondissement de Côte-des-Neiges-Notre-Dame-de-Grâce,"6925, chemin de la Côte-des-Neiges",Montréal ,H3S 2B6,-73.6383317453062,45.505723470722
Écocentre d'Abitibi-Ouest,"15, boulevard Industriel            ",La Sarre ,J9Z 2X2,-79.1694645436246,48.7815905479415
Écocentre d'Acton Vale,"68, rue Noël-Lecomte",Acton Vale ,J0H 1A0,-72.5731223307431,45.6330379656723
Écocentre d'Alma,"3521, avenue du Pont Nord",Alma ,G8E 1S5,-71.6147770023591,48.6131884756616
Écocentre d'Amherst,"1323, route 323 sud",Amherst,J0T 2L0,-74.7706372877981,45.9997431205567
Écocentre d'Armagh,"116, rue du Couvent",Armagh,G0R 1A0,-70.5832181710902,46.7420982135391
Écocentre d'Asbestos,"404, rue du Roi",Asbestos ,J1T 1S9,-71.9270303986721,45.7799736227582
Écocentre de Baie-Comeau,"800, avenue Léonard-E.-Schlemm",Baie-Comeau ,G4Z 3B7,-68.2276369295413,49.2107403236784
Écocentre de Beauharnois,"50, rue des Hauts-Fourneaux",Beauharnois ,J6N 3S3,-73.8726416304632,45.3134951644993
Écocentre de Beaumont,"470, route 279 ",Beaumont,G0R 1C0,-70.9659686633127,46.8454717814876
Écocentre de Beaupré Saint-Joachim,"10, rue Industrielle",Beaupré ,G0A 1E0,-70.8886364888998,47.0408697287783
Écocentre de Bécancour,"18055, rue Gauthier",Bécancour,G9H 1C1,-72.5465495831226,46.2848476850694
Écocentre de Bedford,"100, rue Champagnat",Bedford ,J0J 1A0,-72.996715226275,45.1246211512836
Écocentre de Beloeil,"986, rue Dupré ",Beloeil ,J3G 4A8,-73.2051169193147,45.5752839684591
Écocentre de Boischatel,"345, rue des Saphirs",Boischatel ,G0A 1H0,-71.1540285348915,46.9264122775365
Écocentre de Bois-des-Filion,"690, rue de la Sablière",Bois-des-Filion ,J6Z 4T7,-73.7645589519982,45.6781296789502
Écocentre de Bromont,"20, rue du Pacifique Est",Bromont ,J2L 1J5,-72.667747028487,45.3083796961294
Écocentre de Buckland,"4340, rue Principale",Notre-Dame-Auxiliatrice-de-Buckland,G0R 1G0,-70.5438721753789,46.6198476516959
Écocentre de Causapscal,"305, rue Cartier",Causapscal ,G0J 1J0,-67.2283450480717,48.3448250865438
Écocentre de Champlain,"295, route Sainte-Marie",Champlain ,G0X 1C0,-72.3197366837075,46.4756673886563
Écocentre de Chertsey - Compo Recycle,"225, rue du Progrès",Chertsey,J0K 3K0,-73.9065251982359,46.0183919746388
Écocentre de Chicoutimi-Nord,"2932, rue de Vimy",Saguenay,G7G 3N6,-71.0807029449814,48.4565208791819
Écocentre de Chicoutimi-Sud,"3333, boulevard Talbot",Saguenay,G7H 5B1,-71.0963405553495,48.3667348596998
Écocentre de Clermont,"119, chemin Snigole",Clermont ,G4A 1B1,-70.2776337787631,47.7421698581812
Écocentre de Cloridorme,"24, route de la Colonie",Cloridorme,G0E 1G0,-64.8171754563553,49.1686556330808
Écocentre de Coaticook,"1095, du chemin Bilodeau ",Coaticook,J1A 2S4,-71.8566409087786,45.0909108177821
Écocentre de Dégelis,"297, route 295",Dégelis ,G5T 1A2,-68.639305955101,47.5668918217833
Écocentre de Disraeli,"60, rue Industrielle",Disraeli,G0N 1E0,-71.3686046780348,45.8935370088017
Écocentre de Dolbeau-Mistassini,"1001, 2e avenue ",Dolbeau-Mistassini ,G8L 1V3,-72.2694286677802,48.8545834504686
Écocentre de Drummond,"5620, rue Saint-Roch Sud",Drummondville ,J2B 6V4,-72.5371302263678,45.8950795052341
Écocentre de Duhamel,"3605, chemin du Lac Gagnon Est",Duhamel,J0V 1G0,-75.0885719954163,46.0566851082301
Écocentre de Farnham,"1180, boulevard Industriel",Farnham ,J2N 3B5,-72.9636770621666,45.290390288698
Écocentre de Fermont,"2, rue du Camp",Fermont ,G0G 1J0,-67.0981196616634,52.8024877593897
Écocentre de Gascons,"232, route Morin Nord ",Gascons,G0C 1P0,-64.8805369653535,48.1910187105909
Déchetterie de Gaspé,1050 montée Wakeham,Gaspé,G4X 2A2,-64.6504272253436,48.8428018287495
Écocentre satellite de Godbout,"122, rue Saint-Régis",Godbout ,G0H 1G0,-67.5897907818568,49.3259582005701
Écocentre à Granby,"1080, rue André-Liné",Granby ,J2J 1J9,-72.7757178664128,45.3809238135466
Écocentre de Grande Allée,"8005, Grande Allée",Brossard ,J4Z 3H8,-73.4146985418644,45.4519014172532
Écocentre de Grande-Rivière,"785, rue St-Pierre",Grande-Rivière,G0C 1W0,-64.5967886646528,48.4011465863918
Écocentre de Grandes-Piles,"620, 5e avenue",Grandes-Piles ,G0X 1H0,-72.723971540768,46.687657710283
Écocentre de Harrington,"2811, route 327",Harrington,J8G 2T1,-74.5480473258116,45.8284367734008
Écocentre de Havre-Saint-Pierre,"895, rue de l'Ilménite",Havre-Saint-Pierre ,G0G 1P0,-63.609423777018,50.2517070392226
Écocentre de Hébertville,"100, rue Jean-Félix Langlais",Hébertville ,G0W 1T0,-71.6674914043014,48.4476504467961
Écocentre de Hêtrière - Arrondissement de Sainte-Foy–Sillery–Cap-Rouge,"3381, rue de l'Hêtrière",Québec ,G3A 0M2,-71.373486895313,46.762419641251
Écocentre de Honfleur,"336, rue St-Jean",Honfleur,G0R 1N0,-70.8822136270643,46.6555371531307
Écocentre de Huberdeau,"110, chemin de la Rouge",Huberdeau,J0T 1G0,-74.6370412142713,45.9924152014126
Écocentre de Jean-Talon - Arrondissement des Rivières (Matrec),"1700, boulevard Jean-Talon Ouest",Québec ,G2K 2L8,-71.3066449647858,46.8651708530412
Écocentre de Jonquière,"2330, rue de la Métallurgie",Saguenay,G7X 0B7,-71.2295961181321,48.4086640346171
Écocentre de l’Isle-aux-Coudres,"51, chemin de la Traverse",L'Isle-aux-Coudres ,G0A 3J0,-70.383672977989,47.4178464613153
Écocentre de La Baie,"223, rue Joseph-Gagné Sud",Saguenay,G7B 3P6,-70.8975592747896,48.3288277566341
Écocentre de La Corne,"426, route 111",La Corne ,J0Y 1R0,-77.9993414255134,48.3656797847744
Écocentre de La Durantaye,"453, rue Piedmont",La Durantaye,G0R 1W0,-70.861451907182,46.8297853991186
Écocentre de La Malbaie,"900, boulevard Kane",La Malbaie ,G5A 1L2,-70.1811557060855,47.6538905923817
Écocentre de la Matapédia (Amqui),"32, Rang St-Paul, CP 5002",Amqui,G5J 3S5,-67.435066615798,48.4489980761809
Écocentre de La Minerve,"75, chemin La Minerve",La Minerve,J0T 1S0,-74.9176958084847,46.266276297471
Écocentre de La Motte,"145, côte du Mille",La Motte ,J0Y 1T0,-78.110229693564,48.3270224500187
Écocentre de la MRC de Joliette (EBI),"1481, rue Raoul-Charrette",Joliette,J6E 8S5,-73.4459788592097,46.0051793406098
Écocentre de la RIDL,"1064, rue Industrielle",Mont-Laurier,J9L 3V6,-75.4797584473018,46.5394977981966
Écocentre de Blainville,"302, rue Omer-Desseres",Blainville,J7C 0A3,-73.8498067608995,45.6763411001651
Écocentre satellite de Lac Faillon,"233, chemin du Lac-Faillon",Senneterre,J0Y 2M0,-76.7055087415783,48.3137257827965
Écocentre de Lac-aux-Sables,"900, chemin de la Batiscan",Lac-aux-Sables ,G0X 1M0,-72.3932834895414,46.8459010295794
Écocentre de Lachute,"507, rue Catherine",Lachute,J8H 1G9,-74.3288306970722,45.6526582335578
Écocentre de Lac-Mégantic,"5138, rue Pie-XI",Lac-Mégantic ,G6B 2S3,-70.8820516471808,45.6047799590631
Écocentre de Lacolle - Compo-Haut-Richelieu,"8, rue du Parc-Industriel",Lacolle ,J0J 1J0,-73.3676262356383,45.0734806687831
Écocentre de l'Aéroparc - Secteur Gatineau,"26, rue Pierre-Ménard",Gatineau,J8R 3X3,-75.5588772037507,45.5076260522811
Écocentre de Lambton,"176, rang St-Michel",Lambton ,G0M 1H0,-71.1069111906315,45.8440448768264
Écocentre de L'Ange-Gardien,"775, chemin Lucien-Lefrançois",L'Ange-Gardien ,G0A 2K0,-71.1035772386431,46.9361135618057
Écocentre de Lantier,"118, croissant des Trois Lacs",Lantier,J0T 1V0,-74.2518009561085,46.1496158684287
Écocentre de Lévis,"3443, rue de Vulcain",Lévis,G6W 7X6,-71.1757873373771,46.7502758904797
Écocentre de L'Islet,"451, boulevard Nilus-Leclerc",L'Islet,G0R 2C0,-70.3359071235959,47.0944097153462
Écocentre de Louiseville,"760, avenue Deveault",Louiseville ,J5V 3A2,-72.9613793852593,46.2643686873647
Écocentre de Magog,"2300, rue Tanguay",Magog ,J1X 7K3,-72.1186462863557,45.280897647952
Écocentre de Malartic,"542, chemin Jolicoeur et Ste-Croix",Malartic,J0Y 1Z0,-78.1391833999948,48.1310946704653
Écocentre de Marguerite-D'Youville - Secteur nord,"4111, route Marie-Victorin",Contrecoeur ,J0L 1C0,-73.019716881427,46.0144757738363
Écocentre de Marguerite-D'Youville - Secteur sud,"1975, Chemin de l'Énergie",Varennes ,J3X 1P7,-73.3749453640507,45.638850747642
Écocentre de Marie-Victorin,"1140, boulevard Marie-Victorin",Longueuil ,J4G 2H9,-73.4909445149079,45.5549378655253
Écocentre de Matane,"330, rue Yves-Bérubé",Matane ,G4W 3M6,-67.5701985283746,48.8153540536651
Écocentre de Montmagny - du Golf,"550, chemin du Golf",Montmagny,G5V 3R9,-70.4749715820893,46.9645633079205
Écocentre de Mont-Tremblant,"60, chemin Brébeuf",Mont-Tremblant,J8E 2E1,-74.6067952887785,46.1140318391031
Écocentre de Murdochville,"53, route de la Mine",Murdochville,G0E 1W0,-65.5069859411585,48.9560987364535
Écocentre de Neuville,"1310, chemin du Site",Neuville ,G0A 2R0,-71.6821475259296,46.7359413250647
Écocentre de Normandin,"1177, rue Lydoric-Doucet",Normandin ,G8M 5C7,-72.5153624833165,48.8465949414828
Écocentre de Notre-Dame-de-la-Merci,"2101, route 125",Notre-Dame-de-la-Merci,J0T 2A0,-74.0683573004915,46.2322131130367
Écocentre de Notre-Dame-de-Montauban,"485, rue du Centre",Notre-Dame-de-Montauban ,G0X 1W0,-72.3078588039357,46.876486574984
Écocentre de Percé,"50, route Lemieux",Percé,G0C 1G0,-64.3082892709381,48.4882317099788
Écocentre de Pohénégamook,"480, rue du Parc Industriel",Pohénégamook ,G0L 1J0,-69.1681451986695,47.4585334949985
Écocentre de Pointe-Calumet,"720, 38e rue",Pointe-Calumet ,J0N 1G5,-73.9707391322703,45.5071299743577
Écocentre de Preissac,"707, avenue du Lac",Preissac ,J0Y 2E0,-78.3809923310799,48.3732569999559
Écocentre de Prévost,"1144, rue Doucet",Prévost,J0R 1T0,-74.0700774747951,45.8673436132121
Écocentre de Rawdon - Compo Recycle,"3269, rue Metcalfe",Rawdon,J0K 1S0,-73.6915508472243,46.0346591906375
Écocentre de Rimouski,"835, chemin Victor-Gauvin",Rimouski ,G5L 8Y9,-68.56342637859,48.4056805563159
Écocentre de Rivière-à-Pierre,"830, rue Principale",Rivière-à-Pierre ,G0A 3A0,-72.176131743453,46.9969126466124
Écocentre de Rivière-du-Loup,"100, rue Delage",Rivière-du-Loup ,G5R 3P9,-69.5244710548257,47.8198202833699
Écocentre de Roberval,"1855, rue Castonguay",Roberval ,G8H 2M9,-72.2581530514053,48.5339892161909
Écocentre de Rosemère,"190, rue Charbonneau",Rosemère ,J7A 3W1,-73.7832414320675,45.6386400448621
Écocentre Arthur-Gagnon,"210, avenue Marcel-Baril",Rouyn-Noranda ,J9X 6J2,-79.008497507283,48.2588180078682
Écocentre de Saint-Adelphe,"191, Rang Sud-Est",Saint-Adelphe ,G0X 2G0,-72.428294273184,46.7287801662466
Écocentre de Saint-Alban,"180, route 354",Saint-Alban  ,G0A 3B0,-72.0683132067642,46.7184461723874
Écocentre de Saint-Alexandre,"619, route 289",Saint-Alexandre de Kamouraska,G0L 2G0,-69.618471294906,47.6793867236668
Écocentre de Saint-Alphonse-Rodriguez - Garage municipal,"921, route 343",Saint-Alphonse-Rodriguez,J0K 1W0,-73.6938666702747,46.1857518102925
Écocentre de Saint-Anselme,"500, route Bégin",Saint-Anselme,G0R 2N0,-70.9874273193977,46.6387926672873
Écocentre de Saint-Bruno,"600, rue Sagard",Saint-Bruno-de-Montarville,J3V 6B9,-73.3637974608306,45.5173338642884
Écocentre de Saint-Calixte,"315, rue Lajoie",Saint-Calixte,J0K 1Z0,-73.8422750465789,45.9425906537274
Écocentre de Saint-Charles-de-Bellechasse,"25, rue de l’Église",Saint-Charles-de-Bellechasse,G0R 2T0,-70.9371363302007,46.771431694493
Écocentre de Saint-Colomban,"355, montée de l'Église",Saint-Colomban,J5K 2J1,-74.1403302684492,45.7410082909121
Écocentre de Saint-Damien-Damien-de-Buckland,"250, boulevard Métivier",Saint-Damien-de-Buckland,G0R 2Y0,-70.6495399772442,46.6276309903489
Écocentre de Saint-Donat - Compo Recycle,"214, chemin du Long-de-la-Rivière",Saint-Donat,J0T 2C0,-74.1948059860854,46.3130609432748
Écocentre de Sainte-Adèle - Compo Recycle  ,"2815, rue Rolland ",Sainte-Adèle ,J8B 1C9,-74.1261625996378,45.937382269033
Écocentre de Sainte-Agathe-des-Monts,"1710, rue Principale Est",Sainte-Agathe-des-Monts,J8C 1M1,-74.2498174403852,46.042085044898
Écocentre de Sainte-Anne-des-Monts,"730, boulevard Ste-Anne Ouest",Sainte-Anne-des-Monts,G4V 1V2,-66.559523989654,49.1259081509305
Écocentre de Sainte-Émélie-de-l'Énergie,"593, rang de la Seigneurie",Sainte-Émélie-de-L'Énergie,J0K 2K0,-73.638154992626,46.3225013919761
Écocentre de Sainte-Justine,"167, route 204",Saint-Justine,G0R 1Y0,-70.3572796519551,46.4027453205943
Écocentre de Sainte-Lucie-des-Laurentides,"2143, chemin Martin",Sainte-Lucie-des-Laurentides,J0T 2J0,-74.1843177574506,46.1349069183724
Écocentre de Sainte-Marcelline,"391, rang Pied-de-la-Montagne",Sainte-Marcelline-de-Kildare,J0K 2Y0,-73.5956661846279,46.1172868106682
Écocentre de Sainte-Martine,"75, rue Saint-Joseph",Sainte-Martine ,J0S 1V0,-73.8059513117709,45.2412523998015
Écocentre de Sainte-Thècle - Garage municipal,"1951, chemin Saint-Georges",Sainte-Thècle ,G0X 3G0,-72.4975182874907,46.8034817426487
Écocentre de Saint-Félicien,"1800, rue Verreault",Saint-Félicien ,G8K 1X9,-72.4429693116085,48.6356943300766
Écocentre de Saint-Félix-de-Valois,4400 rue Beaudry,Saint-Félix-de-Valois,J0K 2M0,-73.4261130309141,46.1437449294573
Écocentre de Saint-Ferréol-les-Neiges,"4054, avenue Royale",Saint-Ferréol-les-Neiges ,G0A 3R0,-70.8409699182395,47.1277052714001
Écocentre de Saint-Flavien,"1450, rang Pointe du Jour",Saint-Flavien,G0S 2M0,-71.5533560736233,46.5600273122784
Écocentre de Saint-François-de-Sales,"93, rue Bouchard",Saint-François-de-Sales ,G0W 1M0,-72.1586419206786,48.3327199310201
Écocentre de Saint-Henri,"120, route du Président-Kennedy",Saint-Henri-de-Lévis,G0R 3E0,-71.0833153024948,46.6820356381944
Écocentre de Saint-Hippolyte,"2056, chemin des Hauteurs",Saint-Hippolyte,J8A 2L5,-74.0185710175492,45.9241936117878
Écocentre de Saint-Hubert-de-Rivière-du-Loup,"151, 1er Rang Est",Saint-Hubert-de-Rivière-du-Loup,G0L 3L0,-69.1340650325356,47.8533055003561
Écocentre de Saint-Hyacinthe ,"1880, rue Brouillette",Saint-Hyacinthe ,J2T 2G8,-72.9238349932231,45.6292556666988
Écocentre de Saint-Jérôme,"301, rue Lajeunesse O.",Saint-Jérôme,J7Y 4E4,-74.0215300993314,45.7857657029497
Écocentre de Saint-Joseph-du-Lac,"4085, chemin d’Oka",Saint-Joseph-du-Lac,J0N 1M0,-73.989707489664,45.5040644641555
Écocentre de Saint-Lambert,"515, rue Saint-Aimé",Saint-Lambert-de-Lauzon,G0S 2W0,-71.2749135218857,46.5964294642353
Écocentre de Saint-Lazare-de-Bellechasse,"307, route 279",Saint-Lazare-de-Bellechasse,G0R 3J0,-70.8011467502166,46.6496345224092
Écocentre de Saint-Léon-de-Standon,"59, route de l’Église",Saint-Léon-de-Standon,G0R 4L0,-70.6204134326971,46.4767476877
Écocentre de Saint-Luc - Compo-Haut-Richelieu,"950, rue Gaudette",Saint-Jean-sur-Richelieu ,J2W 3G1,-73.297959543012,45.3226694184827
Écocentre de Saint-Malachie,"118, rang Longue-Pointe",Saint-Malachie,G0R 3N0,-70.7890522342463,46.5366241558037
Écocentre de Saint-Michel-de-Bellechasse,"122, route 132 Est",Saint-Michel-de-Bellechasse,G0R 3S0,-70.9055416010158,46.8726041460725
Écocentre de Saint-Nazaire,"101, rue Principale",Saint-Nazaire-de-Dorchester,G0R 3T0,-70.6174437396496,46.5587961690644
Écocentre de Saint-Nérée,"1021, 4e Rang Est",Saint-Nérée-de-Bellechasse,G0R 3V0,-70.7190714803627,46.7325083849513
Écocentre de Saint-Pascal,"236, avenue du Parc",Saint-Pascal ,G0L 3Y0,-69.8230107804092,47.5295069761966
Écocentre de Saint-Philémon,"1531, rue Principale",Saint-Philémon,G0R 4A0,-70.4477666828525,46.6788440177338
Écocentre de Saint-Prosper,"2775, 40e rue",Saint-Prosper,G0M1Y0,-70.4822573413604,46.2124081573114
Écocentre de Saint-Raymond,"590, chemin Bourg-Louis",Saint-Raymond ,G3L 4G2,-71.8140862958824,46.8752256786375
Écocentre de Saint-Rémi,"284, rue de l’Église",Saint-Rémi,J0L 2L0,-73.6325848430325,45.2625784742643
Écocentre de Saint-Roch-de-Mékinac,"1210, route Ducharme",Saint-Roch-de-Mékinac ,G0X 2E0,-72.7677963761618,46.8106751353153
Écocentre de Saint-Sauveur,"2125, chemin Jean-Adam",Saint-Sauveur,J0R 1R2,-74.1797926721077,45.8856923952146
Écocentre de Saint-Siméon,"368, rue Bergeron ",Saint-Siméon ,G0T 1X0,-69.8820854961491,47.8438854819097
Écocentre de Saint-Thomas (EBI),"1001, chemin Saint-Joseph",Saint-Thomas-de-Joliette,J0K 1L0,-73.394640024158,46.4066730297568
Écocentre de Saint-Tite-des-Caps,"374, avenue Royale",Saint-Tite-des-Caps ,G0A 4J0,-70.7675506629124,47.1484134315077
Écocentre de Saint-Ubalde,"570, rang Saint-Paul Nord",Saint-Ubalde ,G0A 4L0,-72.2821797963364,46.7661959747947
Écocentre de Saint-Urbain,"7, rue du Parc industriel",Saint-Urbain ,G0A 4K0,-70.5231024848947,47.5332515051336
Écocentre de Saint-Vallier,"376, montée de la Station ",Saint-Vallier,G0R 4J0,-70.7957211309115,46.8690361037045
Écocentre de Salaberry-de-Valleyfield,"2575, boulevard Mgr-Langlois",Salaberry-de-Valleyfield ,J6S 5P7,-74.1081904019451,45.2725286915096
Écocentre de Sayabec,"14, rue Rioux",Sayabec,G5J 3K0,-67.690473630576,48.5605947921694
Écocentre de Senneterre,"740, chemin du Parc-Industriel",Senneterre,J0Y 2M0,-77.1858947772521,48.3607229343286
Écocentre de Sept-Iles,"601, boulevard des Montagnais",Sept-Îles ,G4R 2R4,-66.3771271607955,50.2398814816131
Écocentre de Shawinigan,"2132, avenue de la Transmission",Shawinigan ,G9N 8N8,-72.7373524421431,46.5510979344471
Écocentre de Squatec,"90, route 295 Nord",Saint-Michel-du-Squatec ,G0L 4H0,-68.7376268714782,47.8797796236657
Écocentre de Stoneham-et-Tewkesbury,"100, chemin Plante",Stoneham-et-Tewkesbury ,G3C 0S4,-71.4103372942922,46.9974138719876
Écocentre de Sutton,"260, rue Principale Sud",Sutton ,J0E 2K0,-72.6258210478601,45.0877039756705
Écocentre de Témiscouata-sur-le-Lac,"53, route 232 Est",Témiscouata-sur-le-Lac ,G0L 1E0,-68.9082486827892,47.6955339363026
Écocentre de Thetford,"251, rue Caouette Ouest",Thetford Mines,G6G 5S5,-71.3082845778917,46.0957255615801
Écocentre de Trécesson ,chemin Desboues - secteur village de Villemontel,Trécesson ,J0Y 2S0,-78.3635001588827,48.6395410395726
Écocentre de Trois-Rivières - Secteur est,"1921, rue des Toitures",Trois-Rivières ,G8V 1W1,-72.5326523546737,46.40688269984
Écocentre de Trois-Rivières - Secteur ouest,"2455, rue Charbonneau",Trois-Rivières ,G9A 5C9,-72.5976933296763,46.3222408302757
Écocentre de Val-Bélair - Arrondissement de La Haute-Saint-Charles,"1472, rue Jean-Bardot",Québec ,G3J 1R3,-71.4509860268966,46.8796370784213
Écocentre de Val-des-Lacs,"20, chemin Charron",Val-des-Lacs,J0T 2P0,-74.3445487078287,46.1820729597475
Écocentre de Val-d'Or,"2001, 3e avenue Est (route 117)",Val-d'Or ,J9P 7B4,-77.8726623198029,48.0934582649388
Écocentre de Val-Saint-François,"666, chemin Keenan",Melbourne Canton ,J1S 2L4,-72.0818065890228,45.5779074559446
Écocentre de Vaudreuil-Dorion,"2800, rue Henry-Ford",Vaudreuil-Dorion ,J7V 0V8,-74.0479138292628,45.3832557810591
Transport RLS - Écocentre municipal de Papineauville,"108, rue Papineau",Papineauville,J0V 1R0,-75.0029463877959,45.6184064709174
Écocentre Gaudreau Environnement,"370, rue de la Bulstrode",Victoriaville ,G6P 6V7,-71.9482948632645,46.0806255093755
